painting_no,technique_id,height_cm,width_cm,radius_cm,year,material_id,artist_id,owner_id,photo,AÇIKLAMA
1260,1,"49,5",69,,2010,1,1,1,YOK,
1261,1,49,69,,2010,1,1,1,YOK,
1262,1,"49,5",70,,2010,1,1,1,YOK,
1263,1,"49,5","69,5",,2010,1,1,1,YOK,
1264,1,50,70,,2010,1,1,1,YOK,
1265,1,51,"73,5",,1978,1,1,1,YOK,
1266,1,50,70,,2008,1,1,1,YOK,
1267,1,50,70,,2008,1,1,1,YOK,
1268,1,50,70,,2009,1,1,1,YOK,
1269,1,50,70,,2010,1,1,1,YOK,
1270,1,50,70,,2009,1,1,1,YOK,
1271,1,50,70,,2009,1,1,1,YOK,
1272,1,50,70,,2008,1,1,1,YOK,
1273,1,50,70,,2008,1,1,1,YOK,
1274,1,50,70,,2008,1,1,1,YOK,
1275,1,50,70,,2009,1,1,1,YOK,
1276,1,50,70,,2009,1,1,1,YOK,
1277,1,50,70,,2009,1,1,1,YOK,
1278,,50,70,,,,1,1,YOK,
1279,1,50,70,,2008,1,1,1,YOK,
1280,1,39,79,,2012,8,1,1,,
1281,1,46,69,,2013,8,1,1,,
1282,1,59,79,,2013,8,1,1,,
1283,1,49,69,,2013,8,1,1,,
1284,1,50,59,,2013,8,1,1,,
1285,1,49,69,,2013,8,1,1,YOK,
1286,1,70,72,,2013,8,1,1,,
1287,1,60,60,,2010,8,1,1,,
1288,1,60,68,,2013,8,1,1,,
1289,1,45,79,,2008,8,1,1,,
1290,1,58,78,,2008,8,1,1,,
1291,1,58,79,,2008,8,1,1,,
1292,1,60,65,,2010,1,1,1,YOK,
1293,,60,80,,,,1,1,YOK,
1294,1,50,85,,2008,1,1,1,YOK,
1295,,60,85,,,,1,1,YOK,
1296,,75,80,,,,1,1,YOK,
1297,1,70,100,,1991,1,1,1,YOK,
1298,1,50,90,,2008,1,1,1,YOK,
1299,1,45,66,,2008,1,1,1,YOK,
1300,9,"49,5","69,5",,2010,1,1,1,YOK,
1301,1,50,70,,2008,8,1,1,BULANIK,
1302,1,50,70,,2008,8,1,1,,
1303,1,50,70,,2008,8,1,1,,
1304,1,50,70,,2008,8,1,1,,
1305,1,50,70,,2008,8,1,1,YOK,
1306,1,50,70,,2008,8,1,1,YOK,
1307,1,50,70,,2008,8,1,1,BULANIK,
1308,1,50,70,,2008,8,1,1,YOK,
1309,1,50,70,,2008,8,1,1,,
1310,1,50,70,,2009,8,1,1,BULANIK,
1311,1,50,70,,2009,8,1,1,,
1312,1,70,50,,2009,8,1,1,,
1313,,,,,,,,,BOŞ,
1314,1,50,70,,2009,8,1,1,,
1315,1,50,70,,2008,8,1,1,,
1316,1,50,70,,2008,8,1,1,BULANIK,
1317,1,50,70,,2008,8,1,1,,
1318,1,50,70,,2008,8,1,1,,
1319,1,50,70,,2008,8,1,1,BULANIK,
1320,1,50,70,,2008,8,1,1,,
1321,1,50,70,,2008,8,1,1,,
1322,1,50,70,,2008,8,1,1,,
1323,1,50,70,,2008,8,1,1,YOK,
1324,1,50,70,,2008,8,1,1,,
1325,1,50,70,,2009,8,1,1,BULANIK,
1326,1,50,70,,2008,8,1,1,,
1327,1,50,70,,2008,8,1,1,YOK,
1328,1,50,70,,2008,8,1,1,BULANIK,
1329,,,,,,,,,BOŞ,
1330,1,50,70,,2008,8,1,,BULANIK,
1331,1,50,70,,2008,8,1,1,,
1332,1,50,70,,2009,8,1,1,,
1333,1,50,70,,2009,8,1,1,,
1334,1,50,70,,2009,8,1,1,YOK,
1335,1,50,70,,2009,8,1,1,BULANIK,
1336,1,50,70,,2009,8,1,1,,
1337,1,50,70,,2009,8,1,1,BULANIK,
1338,1,50,70,,2012,8,1,1,YOK,
1339,1,50,70,,2012,8,1,1,,
1340,1,50,70,,2012,8,1,1,,
1341,1,50,70,,2012,8,1,1,,
1342,1,50,70,,2012,8,1,1,,
1343,1,50,70,,2012,8,1,1,YOK,
1344,1,50,70,,2012,8,1,1,YOK,
1345,1,50,70,,2012,8,1,1,,
1346,1,50,70,,2012,8,1,1,BULANIK,
1347,1,50,70,,2012,8,1,1,,
1348,1,50,70,,2012,8,1,1,,
1349,9,50,70,,2012,8,1,1,YOK,
1350,1,50,70,,2012,8,1,1,YOK,
1351,1,50,70,,2012,8,1,1,,
1352,1,50,70,,2012,8,1,1,BULANIK,
1353,1,70,50,,2012,8,1,1,BULANIK,
1354,1,50,70,,2008,8,1,1,YOK,
1355,1,50,70,,2008,8,1,1,,
1356,1,50,70,,2008,8,1,1,,
1357,1,50,70,,2009,8,1,1,YOK,
1358,9,50,70,,2012,8,1,1,YOK,
1359,1,50,70,,2012,8,1,1,YOK,
1360,1,40,50,,2010,1,1,1,,
1361,1,40,50,,2010,1,1,1,,
1362,1,40,50,,2010,1,1,1,YOK,
1363,1,25,35,,2013,1,1,1,,
1364,1,25,42,,2015,1,1,1,,
1365,1,30,30,,1992,1,1,1,,
1366,7,24,26,,1985,10,1,1,,
1367,1,34,47,,1987,6,1,1,,
1368,1,25,50,,2010,1,1,1,,
1369,1,"37,5","37,5",,1984,1,1,1,,
1370,1,25,35,,1983,1,1,1,,
1371,1,26,35,,1984,6,1,1,,
1372,1,"49,5","69,5",,1972,1,1,1,YOK,
1373,1,50,70,,2015,1,1,1,YOK,
1374,1,60,70,,2008,1,1,1,YOK,
1375,1,50,75,,2011,1,1,1,YOK,
1376,1,50,75,,2012,1,1,1,YOK,
1377,1,50,70,,2010,1,1,1,YOK,
1378,1,43,63,,1989,1,1,1,YOK,
1379,1,41,65,,2015,1,1,1,YOK,
1380,1,40,60,,2012,1,1,1,YOK,
1381,1,40,60,,2010,1,1,1,YOK,
1382,1,40,60,,2010,1,1,1,YOK,
1383,1,40,60,,2010,1,1,1,YOK,
1384,1,40,60,,2010,1,1,1,YOK,
1385,1,40,60,,1988,1,1,1,YOK,
1386,1,49,60,,1985,1,1,1,YOK,
1387,1,50,60,,2010,1,1,1,YOK,
1388,1,39,39,,1994,1,1,1,YOK,
1389,9,40,60,,2008,1,1,1,YOK,
1390,1,42,58,,1992,1,1,1,YOK,
1391,1,40,60,,2008,1,1,1,YOK,
1392,1,52,63,,2015,1,1,1,YOK,
1393,1,50,70,,2014,1,1,1,YOK,
1394,1,50,50,,2015,1,1,1,YOK,
1395,1,"51,5","62,5",,2015,1,1,1,YOK,
1396,1,37,50,,2014,1,1,1,YOK,
1397,1,44,"59,5",,2014,1,1,1,YOK,
1398,1,35,"55,5",,2014,1,1,1,YOK,
1399,1,45,65,,2014,1,1,1,YOK,
1400,1,50,70,,1994,1,1,1,YOK,
1401,1,60,70,,2012,1,1,1,YOK,
1402,1,50,75,,2014,1,1,1,YOK,
1403,6,75,75,,2014,1,1,1,,
1404,1,50,70,,2009,8,1,1,,
1405,1,55,85,,2015,1,1,1,YOK,
1406,1,60,85,,2013,1,1,1,,
1407,1,60,85,,2013,1,1,1,YOK,
1408,1,60,85,,2013,1,1,1,YOK,
1409,1,75,75,,2014,1,1,1,YOK,
1410,1,35,55,,2015,1,1,1,YOK,
1411,1,55,60,,2014,1,1,1,YOK,
1412,1,51,51,,1992,1,1,1,YOK,
1413,1,45,45,,2015,1,1,1,YOK,
1414,1,45,45,,2015,1,1,1,YOK,
1415,1,45,45,,2015,1,1,1,YOK,
1416,1,65,75,,2010,1,1,1,YOK,
1417,1,60,80,,2010,1,1,1,YOK,
1418,1,57,60,,1993,6,1,1,YOK,
1419,1,27,37,,1993,6,1,1,YOK,
1420,1,32,"35,5",,1994,6,1,1,YOK,
1421,1,34,64,,1994,6,1,1,YOK,
1422,1,"38,5",65,,2008,2,1,1,YOK,
1423,1,45,53,,2014,6,1,1,YOK,
1424,1,49,59,,1993,6,1,1,YOK,
1425,1,51,62,,1982,6,1,1,YOK,
1426,1,50,60,,2008,8,1,1,,
1427,1,50,60,,2011,8,1,1,,
1428,1,50,60,,2009,8,1,1,,
1429,1,50,60,,,8,1,1,,
1430,1,50,60,,2009,8,1,1,,
1431,1,50,60,,2011,8,1,1,,
1432,1,50,60,,2010,8,1,1,YOK,
1433,1,50,60,,2012,8,1,1,YOK,
1434,1,50,60,,2008,8,1,1,,
1435,9,50,60,,2012,8,1,1,,
1436,,50,60,,,,1,12,YOK,
1437,1,50,60,,2012,8,1,1,BULANIK,
1438,1,50,60,,2012,8,1,1,YOK,
1439,9,50,60,,2012,8,1,1,YOK,
1440,1,50,60,,2012,8,1,1,,
1441,,,,,,,1,12,YOK,
1442,1,50,60,,2012,8,1,1,,
1443,1,50,60,,2009,8,1,1,BULANIK,
1444,1,50,60,,2009,8,1,1,BULANIK,
1445,,,,,,,1,12,YOK,
1446,1,50,60,,2009,8,1,1,BULANIK,
1447,1,50,60,,2009,8,1,1,,
1448,1,50,60,,2009,8,1,1,BULANIK,
1449,1,50,60,,2009,8,1,1,,
1450,1,50,60,,2008,8,1,1,YOK,
1451,1,50,60,,2008,8,1,1,,
1452,1,50,60,,2008,8,1,1,,
1453,1,50,60,,2008,8,1,1,,
1454,1,50,60,,2008,8,1,1,,
1455,1,50,60,,2012,8,1,1,,
1456,1,50,60,,2011,8,1,1,,
1457,1,50,60,,2012,8,1,1,BULANIK,
1458,1,50,60,,2010,8,1,1,,
1459,1,50,60,,2010,8,1,1,BULANIK,
1460,1,50,60,,2010,8,1,1,BULANIK,
1461,1,50,60,,2010,8,1,1,BULANIK,
1462,1,50,60,,2010,8,1,1,BULANIK,
1463,1,50,60,,2010,8,1,1,BULANIK,
1464,1,50,60,,2010,8,1,1,,
1465,1,50,60,,2010,8,1,1,BULANIK,
1466,1,50,60,,2010,8,1,1,,
1467,1,50,70,,2010,8,1,1,,
1468,1,50,70,,2010,8,1,1,,
1469,1,50,70,,2010,8,1,1,,
1470,1,50,70,,2010,8,1,1,,
1471,1,50,70,,2011,8,1,1,,
1472,1,50,70,,2011,8,1,1,BULANIK,
1473,1,50,70,,2011,8,1,1,BULANIK,
1474,1,50,70,,2011,8,1,1,YOK,
1475,1,50,70,,2011,8,1,1,,
1476,1,50,70,,2011,8,1,1,BULANIK,
1477,1,50,70,,2010,8,1,1,,
1478,1,50,70,,2010,8,1,1,YOK,
1479,1,50,70,,2010,8,1,1,,
1480,1,50,70,,2010,8,1,1,BULANIK,
1481,1,50,70,,2010,8,1,1,BULANIK,
1482,1,50,70,,2010,8,1,1,BULANIK,
1483,1,50,70,,2010,8,1,1,,
1484,1,50,70,,2010,8,1,1,BULANIK,
1485,1,50,70,,2010,8,1,1,YOK,
1486,1,50,70,,2010,8,1,1,BULANIK,
1487,1,50,70,,2010,8,1,1,YOK,
1488,1,50,70,,2010,8,1,1,,
1489,1,50,70,,1978,6,1,1,YOK,
1490,1,50,70,,1993,6,1,1,YOK,
1491,1,48,68,,1992,3,1,1,YOK,
1492,1,47,70,,1993,6,1,1,YOK,
1493,1,50,"59,5",,1994,5,1,1,YOK,
1494,1,37,98,,2013,6,1,1,YOK,
1495,1,"28,5",105,,2013,6,1,1,YOK,
1496,1,35,35,,1993,6,1,1,YOK,
1497,1,"49,5",53,,2013,6,1,1,YOK,
1498,1,"45,5",51,,2015,6,1,1,YOK,
1499,1,50,70,,2010,8,1,1,YOK,
1500,1,50,70,,2009,8,1,1,,
1501,1,50,70,,2010,8,1,1,YOK,
1502,1,50,70,,2010,8,1,1,,
1503,1,50,70,,2010,8,1,1,,
1504,1,50,70,,,8,1,1,YOK,
1505,1,50,70,,2010,8,1,1,BULANIK,
1506,1,50,70,,2010,8,1,1,,
1507,1,50,70,,2010,8,1,1,,
1508,1,50,70,,2010,8,1,1,,
1509,1,50,70,,2010,8,1,1,,
1510,1,50,70,,2010,8,1,1,BULANIK,
1511,1,50,70,,2010,8,1,1,,
1512,1,50,70,,2010,8,1,1,YOK,
1513,1,50,70,,2010,8,1,1,,
1514,,50,70,,,,1,12,YOK,
1515,1,"48,5",50,,1991,6,1,1,YOK,
1516,1,50,70,,2010,8,1,1,BULANIK,
1517,1,50,70,,2010,8,1,1,BULANIK,
1518,1,50,70,,2010,8,1,1,,
1519,1,50,70,,2010,8,1,1,,
1520,1,50,70,,2010,8,1,1,BULANIK,
1521,1,50,70,,2010,8,1,1,,
1522,,50,70,,,,1,12,YOK,
1523,1,50,70,,2010,8,1,1,YOK,
1524,1,50,70,,2010,8,1,1,YOK,
1525,1,50,70,,2011,8,1,1,,
1526,1,50,70,,,8,1,1,,
1527,1,50,70,,2010,8,1,1,YOK,
1528,1,50,70,,2010,8,1,1,YOK,
1529,1,50,70,,2010,8,1,1,,
1530,1,50,70,,2010,8,1,1,BULANIK,
1531,1,50,70,,2010,8,1,1,,
1532,1,50,70,,2010,8,1,1,,
1533,9,50,70,,2010,8,1,1,,
1534,1,50,70,,2010,8,1,1,,
1535,1,50,70,,2010,8,1,1,,
1536,1,50,70,,2010,8,1,1,,
1537,9,50,70,,2010,8,1,1,BULANIK,
1538,1,50,70,,2010,8,1,1,,
1539,1,50,70,,2010,8,1,1,YOK,
1540,1,50,70,,2010,8,1,1,YOK,
1541,1,50,70,,2010,8,1,1,YOK,
1542,1,50,70,,2010,8,1,1,,
1543,1,50,70,,2010,8,1,1,YOK,
1544,,50,70,,,,1,1,,
1545,1,50,70,,2010,8,1,1,,
1546,,"47,5",65,,,,1,1,YOK,
1547,1,50,"69,5",,1978,1,1,1,YOK,
1548,1,"49,5",70,,1992,1,1,1,YOK,
1549,1,"49,5",70,,1980,1,1,1,YOK,
1550,1,"49,5",70,,1976,1,1,1,YOK,
1551,1,"49,5",70,,1973,1,1,1,YOK,
1552,1,"49,5",70,,1974,1,1,1,YOK,
1553,1,50,"69,5",,1978,1,1,1,YOK,
1554,1,50,70,,1982,1,1,1,YOK,
1555,1,50,70,,1980,1,1,1,YOK,
1556,1,50,70,,1977,1,1,1,YOK,
1557,1,"49,5",70,,1977,1,1,1,YOK,
1558,1,50,71,,1974,1,1,1,YOK,
1559,1,50,"69,5",,1978,1,1,1,YOK,
1560,1,50,70,,1977,1,1,1,YOK,
1561,1,"49,5",70,,1974,1,1,1,YOK,
1562,1,"49,5","68,5",,1976,1,1,1,YOK,
1563,1,"49,5",70,,1976,1,1,1,YOK,
1564,1,"49,5",70,,1982,1,1,1,YOK,
1565,1,50,70,,1976,1,1,1,YOK,
1566,,"49,5",70,,,,1,1,YOK,
1567,1,"49,5",70,,1975,1,1,1,YOK,
1568,1,"49,5",70,,1973,1,1,1,YOK,
1569,1,49,70,,1974,1,1,1,YOK,
1570,1,50,71,,1977,1,1,1,YOK,
1571,,50,70,,,,1,1,YOK,
1572,1,50,71,,1978,1,1,1,YOK,
1573,1,50,70,,1979,1,1,1,YOK,
1574,1,"48,5",68,,2009,1,1,1,YOK,
1575,1,50,70,,1984,1,1,1,YOK,
1576,1,49,70,,1981,1,1,1,YOK,
1577,1,50,71,,1987,1,1,1,YOK,
1578,1,50,70,,1985,1,1,1,YOK,
1579,,50,74,,,,1,1,YOK,
1580,1,"50,5","70,5",,,6,1,1,YOK,
1581,1,75,101,,1976,1,1,1,YOK,
1582,1,73,100,,1975,1,1,1,YOK,
1583,1,70,100,,1978,1,1,1,YOK,
1584,,70,100,,,,1,1,YOK,
1585,1,70,100,,1976,1,1,1,YOK,
1586,1,70,100,,1976,1,1,1,YOK,
1587,1,69,100,,1973,1,1,1,YOK,
1588,1,69,100,,1978,1,1,1,YOK,
1589,1,"70,5",90,,1973,1,1,1,YOK,
1590,1,70,90,,1975,1,1,1,YOK,
1591,,59,90,,,,1,1,YOK,
1592,1,"64,5",85,,1978,1,1,1,YOK,
1593,1,62,88,,1978,1,1,1,YOK,
1594,1,59,85,,1978,1,1,1,YOK,
1595,1,65,85,,1978,1,1,1,YOK,
1596,1,58,83,,1977,1,1,1,YOK,
1597,1,55,85,,1972,1,1,1,YOK,
1598,1,58,82,,1975,1,1,1,YOK,
1599,1,60,80,,1977,1,1,1,YOK,
1600,1,60,80,,1978,1,1,1,YOK,
1601,1,60,80,,1971,1,1,1,YOK,
1602,1,60,80,,1975,1,1,1,YOK,
1603,1,60,80,,1974,1,1,1,YOK,
1604,1,60,80,,1976,1,1,1,YOK,
1605,,60,80,,,,1,1,YOK,
1606,1,60,80,,1978,1,1,1,YOK,
1607,,50,80,,,,1,1,YOK,
1608,1,51,78,,1978,1,1,1,YOK,
1609,1,52,75,,1975,1,1,1,YOK,
1610,1,49,70,,1974,1,1,1,YOK,
1611,,49,70,,,,1,1,YOK,
1612,1,42,65,,1977,1,1,1,YOK,
1613,,41,70,,,6,1,1,YOK,
1614,1,50,52,,1984,6,1,1,YOK,
1615,1,51,51,,1975,1,1,1,YOK,
1616,1,49,60,,1979,1,1,1,YOK,
1617,,50,61,,,6,1,1,YOK,
1618,1,41,61,,1978,1,1,1,YOK,
1619,1,45,55,,1976,1,1,1,YOK,
1620,1,40,60,,1977,1,1,1,YOK,
1621,1,"39,5",58,,1979,1,1,1,YOK,
1622,1,50,50,,1978,1,1,1,YOK,
1623,1,45,60,,1982,1,1,1,YOK,
1624,1,49,59,,1978,1,1,1,YOK,
1625,1,34,48,,1992,1,1,1,YOK,
1626,1,40,60,,1976,1,1,1,YOK,
1627,1,35,50,,1985,6,1,1,YOK,
1628,1,50,50,,1975,6,1,1,YOK,
1629,1,50,50,,1976,6,1,1,YOK,
1630,1,49,49,,1975,6,1,1,YOK,
1631,1,40,60,,1978,1,1,1,YOK,
1632,1,40,60,,1972,1,1,1,YOK,
1633,1,40,60,,1978,1,1,1,YOK,
1634,1,40,60,,1982,1,1,1,YOK,
1635,1,"49,5","59,5",,1981,1,1,1,YOK,
1636,1,40,60,,1982,1,1,1,YOK,
1637,1,"44,5","61,5",,1991,1,1,1,YOK,
1638,1,30,50,,1993,6,1,1,YOK,
1639,1,44,61,,1982,6,1,1,YOK,
1640,1,44,62,,1991,1,1,1,YOK,
1641,1,61,61,,1993,1,1,1,YOK,
1642,1,"58,5",64,,1994,1,1,1,YOK,
1643,1,50,69,,1994,1,1,1,YOK,
1644,1,50,70,,1995,1,1,1,YOK,
1645,,50,70,,,,1,1,YOK,
1646,,50,70,,,,1,1,YOK,
1647,1,60,75,,1991,1,1,1,YOK,
1648,1,57,68,,1988,1,1,1,YOK,
1649,1,40,80,,1993,1,1,1,YOK,
1650,1,60,60,,1990,1,1,1,YOK,
1651,1,"59,5",70,,1995,1,1,1,YOK,
1652,,55,55,,,,1,1,YOK,
1653,1,55,55,,1992,1,1,1,YOK,
1654,1,43,60,,1976,1,1,1,YOK,
1655,1,50,"59,5",,1982,1,1,1,YOK,
1656,1,40,60,,1977,1,1,1,YOK,
1657,1,"55,5",57,,1994,1,1,1,YOK,
1658,1,55,57,,1993,1,1,1,YOK,
1659,1,50,70,,1978,1,1,1,YOK,
1660,1,50,70,,1990,1,1,1,YOK,
1661,1,48,68,,2012,2,1,1,YOK,
1662,1,50,70,,2013,1,1,1,YOK,
1663,1,"59,5",70,,2011,1,1,1,YOK,
1664,1,55,"64,5",,2012,1,1,1,YOK,
1665,1,55,70,,2013,1,1,1,YOK,
1666,1,50,70,,2011,1,1,1,YOK,
1667,1,50,70,,2012,1,1,1,YOK,
1668,1,50,70,,2011,1,1,1,YOK,
1669,1,50,70,,2003,1,1,1,YOK,
1670,,50,70,,,,1,17,YOK,
1671,1,50,70,,2011,1,1,1,YOK,
1672,1,55,55,,2013,1,1,1,YOK,
1673,1,55,60,,1984,1,1,1,YOK,
1674,1,50,50,,1996,1,1,1,YOK,
1675,1,40,75,,2012,1,1,1,YOK,
1676,1,60,60,,2011,1,1,1,YOK,
1677,1,60,80,,2012,1,1,1,YOK,
1678,1,60,80,,2012,1,1,1,YOK,
1679,1,60,80,,2013,1,1,1,YOK,
1680,1,50,50,,1982,1,1,1,YOK,
1681,,"55,5",80,,,,1,1,YOK,
1682,,57,75,,,,1,1,YOK,
1683,,60,70,,,,1,28,YOK,
1684,1,60,70,,1991,1,1,1,YOK,
1685,,60,70,,,,1,1,YOK,
1686,,51,54,,,6,1,1,YOK,
1687,,45,50,,,6,1,1,YOK,
1688,,50,52,,,6,1,1,YOK,
1689,,45,50,,,6,1,1,YOK,
1690,1,60,43,,2008,8,1,1,,
1691,1,48,48,,2012,8,1,1,,
1692,1,44,56,,2009,8,1,1,,
1693,1,41,48,,2008,8,1,1,,
1694,1,25,49,,2009,8,1,1,,
1695,1,40,59,,2013,8,1,1,,
1696,1,50,50,,2012,8,1,1,,
1697,1,40,70,,2012,8,1,1,,
1698,1,39,69,,2012,8,1,1,,
1699,1,50,70,,2010,2,1,1,YOK,
1700,1,50,60,,2010,1,1,1,YOK,
1701,1,40,60,,2010,1,1,1,YOK,
1702,1,70,80,,2014,1,1,1,YOK,
1703,1,48,53,,1992,6,1,1,YOK,
1704,1,60,85,,2014,1,1,1,YOK,
1705,1,56,56,,1992,1,1,1,YOK,
1706,1,48,67,,1992,3,1,1,YOK,
1707,1,55,60,,2011,1,1,1,YOK,
1708,1,79,90,,2014,8,1,1,YOK,
1709,1,90,120,,2010,8,1,1,YOK,
1710,1,120,138,,2010,8,1,1,YOK,
1711,1,42,49,,2015,8,1,1,,
1712,1,50,75,,2014,8,1,1,,
1713,1,49,74,,2015,8,1,1,,
1714,1,60,85,,2014,8,1,1,,
1715,1,59,118,,2015,8,1,1,YOK,
1716,1,84,98,,2015,8,1,1,,
1717,1,85,109,,2015,8,1,1,YOK,
1718,1,91,121,,2014,8,1,1,YOK,
1719,1,91,121,,2014,8,1,1,YOK,
1720,1,122,137,,2014,8,1,1,YOK,
1721,1,90,120,,2008,8,1,1,YOK,
1722,1,83,85,,2011,8,1,1,,
1723,1,82,83,,2010,8,1,1,KIRIŞIK,
1724,1,58,87,,2008,8,1,1,KIRIŞIK,
1725,1,88,58,,2010,8,1,1,,
1726,1,63,78,,2011,8,1,1,,
1727,1,70,70,,2011,8,1,1,,
1728,1,35,95,,2012,8,1,1,,
1729,1,70,90,,2012,8,1,1,,
1730,1,75,85,,1978,8,1,1,,
1731,1,86,120,,2008,8,1,30,YOK,
1732,1,90,120,,2012,8,1,1,YOK,
1733,1,90,120,,2008,8,1,4,YOK,
1734,1,86,103,,2012,8,1,1,YOK,
1735,1,75,90,,2012,8,1,1,,
1736,1,90,120,,2012,8,1,1,,
1737,1,79,88,,2013,8,1,1,,
1738,1,70,80,,2013,8,1,1,,
1739,1,108,144,,2011,8,1,1,YOK,
1740,1,110,145,,2011,8,1,1,YOK,
1741,1,121,137,,2011,8,1,1,YOK,
1742,1,120,138,,2010,8,1,1,,
1743,1,60,85,,2014,1,1,1,YOK,
1744,1,60,96,,2015,1,1,1,YOK,
1745,1,"70,5","70,5",,1990,1,1,1,YOK,
1746,1,50,70,,1991,6,1,1,YOK,
1747,1,50,70,,1992,6,1,1,YOK,
1748,1,46,65,,1994,6,1,1,YOK,
1749,1,50,70,,1992,6,1,1,YOK,
1750,1,50,"53,5",,1991,6,1,1,YOK,
1751,1,"44,5","64,5",,1992,6,1,1,YOK,
1752,1,"69,5","69,5",,2014,5,1,1,YOK,
1753,1,49,"74,5",,2015,8,1,1,,
1754,1,41,41,,2014,1,1,1,YOK,
1755,1,55,60,,2012,1,1,1,YOK,
1756,1,49,73,,2015,8,1,1,,
1757,1,60,70,,1995,1,1,1,YOK,
1758,1,60,70,,1995,1,1,1,YOK,
1759,1,50,70,,1995,1,1,1,YOK,
1760,1,65,75,,2014,1,1,1,YOK,
1761,1,40,40,,1994,1,1,1,YOK,
1762,1,37,37,,1980,1,1,1,YOK,
1763,1,"31,5","39,5",,2011,1,1,1,YOK,
1764,1,34,47,,1989,6,1,1,YOK,
1765,1,45,45,,1983,6,1,1,YOK,
1766,1,"30,5",39,,1987,6,1,1,YOK,
1767,1,34,44,,1984,6,1,1,YOK,
1768,1,55,65,,2008,1,1,1,YOK,
1769,1,110,110,,1973,1,1,1,YOK,
1770,1,49,"64,5",,1994,1,1,1,YOK,
1771,1,"27,5",50,,1992,6,1,1,YOK,
1772,1,35,42,,1986,1,1,1,YOK,
1773,1,39,"54,5",,1974,6,1,1,YOK,
1774,1,48,60,,1978,1,1,1,YOK,
1775,1,45,55,,1987,1,1,1,YOK,
1776,1,40,60,,1975,1,1,1,YOK,
1777,1,"32,5",35,,1982,3,1,1,YOK,
1778,1,"30,5","32,5",,1991,6,1,1,YOK,
1779,1,22,35,,1985,6,1,1,YOK,
1780,1,"49,5","49,5",,1979,1,1,1,YOK,
1781,1,50,55,,2011,1,1,1,YOK,
1782,1,47,99,,1992,6,1,1,YOK,
1783,1,50,65,,1996,1,1,1,YOK,
1784,1,"49,5","49,5",,1982,1,1,1,YOK,
1785,1,40,70,,2011,1,1,1,YOK,
1786,1,45,45,,2015,1,1,1,YOK,
1787,1,36,49,,2015,1,1,1,YOK,
1788,1,54,74,,1993,6,1,1,YOK,
1789,1,69,100,,1974,1,1,1,YOK,
1790,1,75,100,,1991,1,1,1,YOK,
1791,1,45,45,,2015,1,1,1,YOK,
1792,1,"60,5",71,,1994,1,1,1,YOK,
1793,1,60,"70,5",,1990,1,1,1,YOK,
1794,1,"59,5","70,5",,1990,1,1,1,YOK,
1795,1,60,70,,1995,1,1,1,YOK,
1796,1,"58,5",74,,2000,1,1,1,YOK,
1797,1,67,67,,1991,1,1,1,YOK,
1798,1,50,70,,1972,1,1,1,YOK,
1799,1,70,100,,1978,1,1,1,YOK,
1800,1,71,99,,1972,1,1,1,YOK,
1801,1,"59,5",110,,1978,1,1,1,YOK,
1802,1,65,80,,2015,1,1,1,YOK,
1803,1,50,60,,2009,1,1,1,YOK,
1804,1,75,75,,2015,1,1,1,,
1805,1,"40,5","50,5",,2015,1,1,1,YOK,
1806,1,50,70,,2008,1,1,1,YOK,
1807,1,30,"37,5",,1990,6,1,1,YOK,
1808,1,50,70,,2008,1,1,1,YOK,
1809,1,80,90,,1992,1,1,1,YOK,
1810,1,50,70,,2006,1,1,1,YOK,
1811,1,34,47,,2004,1,1,1,YOK,
1812,1,50,70,,2004,1,1,1,YOK,
1813,1,50,70,,1975,1,1,1,YOK,
1814,1,"46,5",50,,1990,1,1,1,YOK,
1815,1,50,55,,2009,1,1,1,YOK,
1816,1,23,32,,2003,1,1,1,YOK,
1817,1,25,"29,5",,2005,3,1,1,YOK,
1818,1,55,56,,1992,1,1,1,YOK,
1819,1,50,70,,2008,1,1,1,YOK,
1820,1,55,83,,2015,1,1,1,YOK,
1821,1,40,80,,2015,1,1,1,YOK,
1822,1,70,75,,2014,1,1,1,YOK,
1823,1,70,75,,2014,1,1,1,YOK,
1824,1,55,70,,1995,3,1,1,YOK,
1825,1,"35,5","47,5",,2015,1,1,1,YOK,
1826,1,91,"115,5",,1975,1,1,1,YOK,
1827,1,30,46,,2014,1,1,1,YOK,
1828,1,25,49,,2014,1,1,3,YOK,
1829,1,34,49,,2010,1,1,1,YOK,
1830,1,29,"47,5",,1988,3,1,1,YOK,
1831,1,38,53,,2014,1,1,1,YOK,
1832,1,37,50,,2014,2,1,1,YOK,
1833,1,40,55,,2013,1,1,1,YOK,
1834,1,40,60,,2004,1,1,1,YOK,
1835,1,50,60,,2004,1,1,1,YOK,
1836,1,50,70,,2004,1,1,1,YOK,
1837,1,50,70,,2005,1,1,1,YOK,
1838,1,50,74,,2006,1,1,1,YOK,
1839,1,50,60,,2012,1,1,1,YOK,
1840,1,50,60,,2010,1,1,29,,
1841,1,40,60,,2012,1,1,1,YOK,
1842,1,50,60,,2009,1,1,1,YOK,
1843,1,50,70,,2010,1,1,1,YOK,
1844,1,60,70,,1995,1,1,1,YOK,
1845,1,50,70,,2010,1,1,1,YOK,
1846,1,50,70,,2010,1,1,1,YOK,
1847,1,55,60,,2014,1,1,1,YOK,
1848,1,60,65,,2014,1,1,1,YOK,
1849,1,"49,5","69,5",,2014,3,1,1,YOK,
